,Unnamed: 0,valid_from,changeset_id,tags_before,changeset_tags,geometry,comments
10226,10154,2013-09-01 04:15:23+00:00,17612894,"{'name': 'Devipur', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
10227,10155,2013-09-01 04:15:24+00:00,17612894,"{'name': 'Dhaki Het', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
10228,10156,2013-09-01 04:15:27+00:00,17612894,"{'name': 'Dhanoa', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
10229,10157,2013-09-01 04:15:33+00:00,17612894,"{'name': 'Dharia', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
10230,10158,2013-09-01 04:15:35+00:00,17612894,"{'name': 'Dhateri', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
10231,10159,2013-09-01 04:15:41+00:00,17612894,"{'name': 'Djera', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
10232,10160,2013-09-01 04:16:08+00:00,17612894,"{'name': 'Gahni', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
10233,10161,2013-09-01 04:16:12+00:00,17612894,"{'name': 'Gajansu', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
10234,10162,2013-09-01 04:16:12+00:00,17612894,"{'name': 'Galali', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
23100,6206,2013-09-01 04:22:17+00:00,17612894,"{'name': 'Mantha', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
23086,6192,2013-09-01 04:19:47+00:00,17612894,"{'name': 'Khalsa', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
23087,6193,2013-09-01 04:19:53+00:00,17612894,"{'name': 'Kharbudu', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
23088,6194,2013-09-01 04:19:55+00:00,17612894,"{'name': 'Kharu', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
23089,6195,2013-09-01 04:20:03+00:00,17612894,"{'name': 'Khirman-i-Panditan', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
23058,6164,2013-09-01 04:16:01+00:00,17612894,"{'name': 'Durabal', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
23059,6165,2013-09-01 04:16:01+00:00,17612894,"{'name': 'Durgjan', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
23060,6166,2013-09-01 04:16:03+00:00,17612894,"{'name': 'Fagipur', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
23061,6167,2013-09-01 04:16:14+00:00,17612894,"{'name': 'Gamarg', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
23062,6168,2013-09-01 04:16:24+00:00,17612894,"{'name': 'Gangarhama', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
23063,6169,2013-09-01 04:16:26+00:00,17612894,"{'name': 'Ganjpur', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
23064,6170,2013-09-01 04:16:26+00:00,17612894,"{'name': 'Gantabardarun Chak', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
23097,6203,2013-09-01 04:21:43+00:00,17612894,"{'name': 'Makahom', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
23098,6204,2013-09-01 04:21:48+00:00,17612894,"{'name': 'Makhiwala', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
23099,6205,2013-09-01 04:21:49+00:00,17612894,"{'name': 'Malabuchhan', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
23860,6966,2013-09-01 04:12:06+00:00,17612894,"{'name': 'Batapur', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
23101,6207,2013-09-01 04:22:25+00:00,17612894,"{'name': 'Manzpathar', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
23102,6208,2013-09-01 04:22:30+00:00,17612894,"{'name': 'Markot', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
23103,6209,2013-09-01 04:22:59+00:00,17612894,"{'name': 'Mulashul', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
23104,6210,2013-09-01 04:23:01+00:00,17612894,"{'name': 'Mungshungan', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
23105,6211,2013-09-01 04:23:12+00:00,17612894,"{'name': 'Naerung', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
23074,6180,2013-09-01 04:17:46+00:00,17612894,"{'name': 'Harwan', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
23075,6181,2013-09-01 04:17:46+00:00,17612894,"{'name': 'Hatamul', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
23076,6182,2013-09-01 04:17:55+00:00,17612894,"{'name': 'Inderhama', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
23077,6183,2013-09-01 04:18:36+00:00,17612894,"{'name': 'Kahawut', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
23078,6184,2013-09-01 04:18:58+00:00,17612894,"{'name': 'Kandi Bala', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
23079,6185,2013-09-01 04:19:05+00:00,17612894,"{'name': 'Kanoiyah', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
23080,6186,2013-09-01 04:19:08+00:00,17612894,"{'name': 'Kanzdor', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
23113,6219,2013-09-01 04:24:55+00:00,17612894,"{'name': 'Patan Shirpur', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
23114,6220,2013-09-01 04:25:00+00:00,17612894,"{'name': 'Pathra', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
8221,8149,2013-09-01 04:19:16+00:00,17612894,"{'name': 'Karlup', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
8238,8166,2013-09-01 04:22:15+00:00,17612894,"{'name': 'Maniwala', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
8239,8167,2013-09-01 04:22:16+00:00,17612894,"{'name': 'Manpur', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
8240,8168,2013-09-01 04:22:26+00:00,17612894,"{'name': 'Maralia', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
8241,8169,2013-09-01 04:22:27+00:00,17612894,"{'name': 'Mardal', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
8242,8170,2013-09-01 04:22:27+00:00,17612894,"{'name': 'Marh', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
8243,8171,2013-09-01 04:22:35+00:00,17612894,"{'name': 'Mela', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
8244,8172,2013-09-01 04:22:38+00:00,17612894,"{'name': 'Miari', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
8245,8173,2013-09-01 04:23:34+00:00,17612894,"{'name': 'Nandwal', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
8246,8174,2013-09-01 04:23:34+00:00,17612894,"{'name': 'Nangal Gali', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
8215,8143,2013-09-01 04:18:24+00:00,17612894,"{'name': 'Jijot', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
8216,8144,2013-09-01 04:18:24+00:00,17612894,"{'name': 'Jila Dhak', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
8217,8145,2013-09-01 04:18:29+00:00,17612894,"{'name': 'Jugwal', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
8218,8146,2013-09-01 04:18:54+00:00,17612894,"{'name': 'Kamala', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
8219,8147,2013-09-01 04:19:11+00:00,17612894,"{'name': 'Kapurgarh', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
8220,8148,2013-09-01 04:19:15+00:00,17612894,"{'name': 'Karkial', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
8237,8165,2013-09-01 04:22:15+00:00,17612894,"{'name': 'Mani ka Gura', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
8222,8150,2013-09-01 04:19:34+00:00,17612894,"{'name': 'Keri', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
8223,8151,2013-09-01 04:19:38+00:00,17612894,"{'name': 'Khaila', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
8224,8152,2013-09-01 04:20:01+00:00,17612894,"{'name': 'Khaur', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
8225,8153,2013-09-01 04:20:19+00:00,17612894,"{'name': 'Kor Jagir', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
8226,8154,2013-09-01 04:20:43+00:00,17612894,"{'name': 'Kulian', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
8227,8155,2013-09-01 04:20:44+00:00,17612894,"{'name': 'Kulle', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
8228,8156,2013-09-01 04:20:45+00:00,17612894,"{'name': 'Kulwal', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
8229,8157,2013-09-01 04:20:51+00:00,17612894,"{'name': 'Kutal', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
8230,8158,2013-09-01 04:20:59+00:00,17612894,"{'name': 'Lalyal', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
8199,8127,2013-09-01 04:16:01+00:00,17612894,"{'name': 'Durgo Chak', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
8200,8128,2013-09-01 04:16:06+00:00,17612894,"{'name': 'Gagahpur', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
8201,8129,2013-09-01 04:16:17+00:00,17612894,"{'name': 'Gandli', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
8202,8130,2013-09-01 04:16:29+00:00,17612894,"{'name': 'Gatabgarh', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
8203,8131,2013-09-01 04:16:30+00:00,17612894,"{'name': 'Gaur', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
8249,8177,2013-09-01 04:24:37+00:00,17612894,"{'name': 'Pandori', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
9169,9097,2013-09-01 04:14:14+00:00,17612894,"{'name': 'Chhawa Kaabian', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
9170,9098,2013-09-01 04:14:18+00:00,17612894,"{'name': 'Chil', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
9171,9099,2013-09-01 04:14:27+00:00,17612894,"{'name': 'Chohana Seri', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
9172,9100,2013-09-01 04:14:42+00:00,17612894,"{'name': 'Dadial', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
9173,9101,2013-09-01 04:14:43+00:00,17612894,"{'name': 'Dager di Dhakki', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
9154,9082,2013-09-01 04:10:34+00:00,17612894,"{'name': 'Alame Chak', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
9155,9083,2013-09-01 04:10:36+00:00,17612894,"{'name': 'Alora', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
9156,9084,2013-09-01 04:10:38+00:00,17612894,"{'name': 'Ambi Danna', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
9157,9085,2013-09-01 04:10:40+00:00,17612894,"{'name': 'Anantnag', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
9158,9086,2013-09-01 04:10:58+00:00,17612894,"{'name': 'Bableana', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
9159,9087,2013-09-01 04:11:06+00:00,17612894,"{'name': 'Badwanian', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
9160,9088,2013-09-01 04:11:14+00:00,17612894,"{'name': 'Baikot', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
8247,8175,2013-09-01 04:23:38+00:00,17612894,"{'name': 'Narari', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
8248,8176,2013-09-01 04:24:33+00:00,17612894,"{'name': 'Pandar', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
8204,8132,2013-09-01 04:16:31+00:00,17612894,"{'name': 'Ghamdhini', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
8250,8178,2013-09-01 04:24:37+00:00,17612894,"{'name': 'Panduri', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
8251,8179,2013-09-01 04:24:56+00:00,17612894,"{'name': 'Patehr', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
8252,8180,2013-09-01 04:25:00+00:00,17612894,"{'name': 'Pathradi', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
8253,8181,2013-09-01 04:25:00+00:00,17612894,"{'name': 'Pathradi', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
8254,8182,2013-09-01 04:25:16+00:00,17612894,"{'name': 'Phera na Kot', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
8255,8183,2013-09-01 04:25:40+00:00,17612894,"{'name': 'Raiyan', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
8256,8184,2013-09-01 04:25:41+00:00,17612894,"{'name': 'Raja Bhair ki Bani', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
8257,8185,2013-09-01 04:25:44+00:00,17612894,"{'name': 'Raju', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
8231,8159,2013-09-01 04:21:16+00:00,17612894,"{'name': 'Lohara', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
8232,8160,2013-09-01 04:21:19+00:00,17612894,"{'name': 'Loharakot', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
8233,8161,2013-09-01 04:21:19+00:00,17612894,"{'name': 'Loharan ni Pati', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
8234,8162,2013-09-01 04:21:34+00:00,17612894,"{'name': 'Mahader', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
8235,8163,2013-09-01 04:21:41+00:00,17612894,"{'name': 'Maj', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
8236,8164,2013-09-01 04:22:12+00:00,17612894,"{'name': 'Manghal', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
24711,7817,2013-09-01 04:15:01+00:00,17612894,"{'name': 'Darbuk', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
24696,7802,2013-09-01 04:12:53+00:00,17612894,"{'name': 'Buna Waingam', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
24697,7803,2013-09-01 04:12:53+00:00,17612894,"{'name': 'Buna Wodur', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
24698,7804,2013-09-01 04:12:58+00:00,17612894,"{'name': 'Burzahama', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
24699,7805,2013-09-01 04:13:24+00:00,17612894,"{'name': 'Chak Shutalu', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
24700,7806,2013-09-01 04:13:56+00:00,17612894,"{'name': 'Cherawan', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
24677,7783,2013-09-01 04:10:28+00:00,17612894,"{'name': 'Adin', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
24678,7784,2013-09-01 04:10:28+00:00,17612894,"{'name': 'Ahadio', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
24679,7785,2013-09-01 04:10:32+00:00,17612894,"{'name': 'Ahmadpur', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
24680,7786,2013-09-01 04:10:32+00:00,17612894,"{'name': 'Aimaburan', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
24681,7787,2013-09-01 04:10:37+00:00,17612894,"{'name': 'Amargad', 'place': 'village'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
