,Unnamed: 0,valid_from,changeset_id,tags_before,changeset_tags,geometry,comments
10071,9999,2013-09-01 02:33:26+00:00,17612614,"{'Lat': '32.61667', 'Long': '74.92639', 'Place': 'Tawela Mahin', 'Sl_No': '24855.0'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
10070,9998,2013-09-01 02:33:25+00:00,17612614,"{'Lat': '32.61667', 'Long': '74.75139', 'Place': 'Baggamorh', 'Sl_No': '24892.0'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
10069,9997,2013-09-01 02:33:24+00:00,17612614,"{'Lat': '32.60958', 'Long': '74.92976', 'Place': 'Khadargai', 'Sl_No': '24849.0'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
10068,9996,2013-09-01 02:33:24+00:00,17612614,"{'Lat': '32.6079', 'Long': '74.72932', 'Place': 'Ranbirsinghpura', 'Sl_No': '4390.0'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
10067,9995,2013-09-01 02:33:23+00:00,17612614,"{'Lat': '32.60417', 'Long': '74.76667', 'Place': 'Kothe', 'Sl_No': '24810.0'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
10066,9994,2013-09-01 02:33:18+00:00,17612614,"{'Lat': '32.59983', 'Long': '74.86326', 'Place': 'Chorli', 'Sl_No': '24823.0'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
10065,9993,2013-09-01 02:33:18+00:00,17612614,"{'Lat': '32.59935', 'Long': '74.92974', 'Place': 'Baroi', 'Sl_No': '25094.0'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
10064,9992,2013-09-01 02:33:12+00:00,17612614,"{'Lat': '32.57958', 'Long': '74.86241', 'Place': 'Wazira Chak', 'Sl_No': '24786.0'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
10063,9991,2013-09-01 02:33:11+00:00,17612614,"{'Lat': '32.5793', 'Long': '74.75049', 'Place': 'Gondla', 'Sl_No': '24803.0'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
10062,9990,2013-09-01 02:33:10+00:00,17612614,"{'Lat': '32.57548', 'Long': '74.79755', 'Place': 'Jindar Melu', 'Sl_No': '24796.0'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
10091,10019,2013-09-01 02:34:29+00:00,17612614,"{'Lat': '32.75694', 'Long': '74.75833', 'Place': 'Proan', 'Sl_No': '24359.0'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
10090,10018,2013-09-01 02:34:25+00:00,17612614,"{'Lat': '32.74861', 'Long': '74.80833', 'Place': 'Udhoala', 'Sl_No': '25050.0'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
10089,10017,2013-09-01 02:34:25+00:00,17612614,"{'Lat': '32.74833', 'Long': '74.72904', 'Place': 'Karlun', 'Sl_No': '23377.0'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
10088,10016,2013-09-01 02:34:23+00:00,17612614,"{'Lat': '32.74521', 'Long': '74.91844', 'Place': 'Kaladabar', 'Sl_No': '25072.0'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
10087,10015,2013-09-01 02:34:23+00:00,17612614,"{'Lat': '32.74444', 'Long': '74.88472', 'Place': 'Swamibagh', 'Sl_No': '25065.0'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
10086,10014,2013-09-01 02:34:21+00:00,17612614,"{'Lat': '32.74167', 'Long': '74.96111', 'Place': 'Sandhori', 'Sl_No': '25077.0'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
10085,10013,2013-09-01 02:34:11+00:00,17612614,"{'Lat': '32.71813', 'Long': '74.7707', 'Place': 'Raepur', 'Sl_No': '25026.0'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
10084,10012,2013-09-01 02:34:04+00:00,17612614,"{'Lat': '32.69488', 'Long': '75.05779', 'Place': 'Parmandal', 'Sl_No': '5799.0'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
10083,10011,2013-09-01 02:34:02+00:00,17612614,"{'Lat': '32.69028', 'Long': '74.99167', 'Place': 'Suli Dhakki', 'Sl_No': '24993.0'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
10082,10010,2013-09-01 02:34:02+00:00,17612614,"{'Lat': '32.68877', 'Long': '74.99214', 'Place': 'Charnah', 'Sl_No': '24992.0'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
10081,10009,2013-09-01 02:34:00+00:00,17612614,"{'Lat': '32.68472', 'Long': '74.81528', 'Place': 'Bharjala', 'Sl_No': '24934.0'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
10080,10008,2013-09-01 02:33:59+00:00,17612614,"{'Lat': '32.68365', 'Long': '74.75355', 'Place': 'Haripar Manhasan', 'Sl_No': '24924.0'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
10079,10007,2013-09-01 02:33:50+00:00,17612614,"{'Lat': '32.66667', 'Long': '74.81389', 'Place': 'Chhatta', 'Sl_No': '24931.0'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
10078,10006,2013-09-01 02:33:48+00:00,17612614,"{'Lat': '32.66111', 'Long': '74.92778', 'Place': 'Rajpur Kaular', 'Sl_No': '24965.0'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
10077,10005,2013-09-01 02:33:44+00:00,17612614,"{'Lat': '32.64801', 'Long': '74.8442', 'Place': 'Gidargalian', 'Sl_No': '24943.0'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
10076,10004,2013-09-01 02:33:43+00:00,17612614,"{'Lat': '32.64644', 'Long': '74.90275', 'Place': 'Daret', 'Sl_No': '24948.0'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
10107,10035,2013-09-01 02:35:28+00:00,17612614,"{'Lat': '32.84989', 'Long': '74.44954', 'Place': 'Panjtut', 'Sl_No': '24055.0'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
10106,10034,2013-09-01 02:35:27+00:00,17612614,"{'Lat': '32.84573', 'Long': '74.96399', 'Place': 'Phralkhad', 'Sl_No': '24258.0'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
10105,10033,2013-09-01 02:35:27+00:00,17612614,"{'Lat': '32.84523', 'Long': '74.48284', 'Place': 'Bhagwali Chak', 'Sl_No': '24057.0'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
10104,10032,2013-09-01 02:35:25+00:00,17612614,"{'Lat': '32.84416', 'Long': '74.81277', 'Place': 'Kurwando', 'Sl_No': '24326.0'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
10103,10031,2013-09-01 02:35:23+00:00,17612614,"{'Lat': '32.83753', 'Long': '74.61304', 'Place': 'Maira', 'Sl_No': '23256.0'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
10102,10030,2013-09-01 02:35:10+00:00,17612614,"{'Lat': '32.81936', 'Long': '74.95987', 'Place': 'Barphar', 'Sl_No': '24398.0'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
10101,10029,2013-09-01 02:35:09+00:00,17612614,"{'Lat': '32.81673', 'Long': '74.88924', 'Place': 'Tanda', 'Sl_No': '24388.0'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
10100,10028,2013-09-01 02:35:08+00:00,17612614,"{'Lat': '32.8146', 'Long': '74.83029', 'Place': 'Bajuan', 'Sl_No': '24336.0'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
10099,10027,2013-09-01 02:35:07+00:00,17612614,"{'Lat': '32.8125', 'Long': '74.54028', 'Place': 'Parangla', 'Sl_No': '23307.0'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
10098,10026,2013-09-01 02:35:01+00:00,17612614,"{'Lat': '32.8', 'Long': '74.51528', 'Place': 'Dehrian', 'Sl_No': '23322.0'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
10097,10025,2013-09-01 02:34:54+00:00,17612614,"{'Lat': '32.79167', 'Long': '74.50139', 'Place': 'Kulian', 'Sl_No': '23323.0'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
10096,10024,2013-09-01 02:34:45+00:00,17612614,"{'Lat': '32.78056', 'Long': '74.7125', 'Place': 'Kulian', 'Sl_No': '23393.0'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
10095,10023,2013-09-01 02:34:44+00:00,17612614,"{'Lat': '32.77739', 'Long': '74.78328', 'Place': 'Machhlian', 'Sl_No': '24367.0'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
10094,10022,2013-09-01 02:34:41+00:00,17612614,"{'Lat': '32.77374', 'Long': '75.00042', 'Place': 'Aitham', 'Sl_No': '24423.0'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
10093,10021,2013-09-01 02:34:34+00:00,17612614,"{'Lat': '32.76505', 'Long': '74.70737', 'Place': 'Chak Gangu', 'Sl_No': '23371.0'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
10092,10020,2013-09-01 02:34:31+00:00,17612614,"{'Lat': '32.75833', 'Long': '74.74583', 'Place': 'Debre Kubbe', 'Sl_No': '23375.0'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
10123,10051,2013-09-01 02:36:03+00:00,17612614,"{'Lat': '32.9096', 'Long': '74.96957', 'Place': 'Panjal', 'Sl_No': '24238.0'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
10122,10050,2013-09-01 02:36:02+00:00,17612614,"{'Lat': '32.90833', 'Long': '74.52083', 'Place': 'Gurudwara', 'Sl_No': '23284.0'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
10121,10049,2013-09-01 02:36:01+00:00,17612614,"{'Lat': '32.90544', 'Long': '74.75928', 'Place': 'Pambarwan', 'Sl_No': '24303.0'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
10120,10048,2013-09-01 02:35:56+00:00,17612614,"{'Lat': '32.89861', 'Long': '74.64167', 'Place': 'Gura', 'Sl_No': '23274.0'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
10119,10047,2013-09-01 02:35:55+00:00,17612614,"{'Lat': '32.89487', 'Long': '74.79043', 'Place': 'Gaur', 'Sl_No': '24307.0'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
10118,10046,2013-09-01 02:35:50+00:00,17612614,"{'Lat': '32.89167', 'Long': '74.73611', 'Place': 'Kurora', 'Sl_No': '23228.0'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
10117,10045,2013-09-01 02:35:49+00:00,17612614,"{'Lat': '32.88911', 'Long': '74.74413', 'Place': 'Gurapatan', 'Sl_No': '23229.0'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
10116,10044,2013-09-01 02:35:47+00:00,17612614,"{'Lat': '32.88889', 'Long': '74.75556', 'Place': 'That Ranjan', 'Sl_No': '24313.0'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
10115,10043,2013-09-01 02:35:42+00:00,17612614,"{'Lat': '32.87994', 'Long': '74.57855', 'Place': 'Sudan di Dhok', 'Sl_No': '23384.0'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
10114,10042,2013-09-01 02:35:37+00:00,17612614,"{'Lat': '32.87033', 'Long': '74.7307', 'Place': 'Malpur', 'Sl_No': '23232.0'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
10113,10041,2013-09-01 02:35:34+00:00,17612614,"{'Lat': '32.86667', 'Long': '74.68056', 'Place': 'Sarkampur', 'Sl_No': '23244.0'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
10112,10040,2013-09-01 02:35:34+00:00,17612614,"{'Lat': '32.86602', 'Long': '74.6591', 'Place': 'Nad', 'Sl_No': '23266.0'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
10111,10039,2013-09-01 02:35:33+00:00,17612614,"{'Lat': '32.86105', 'Long': '74.45036', 'Place': 'Kachradin', 'Sl_No': '24054.0'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
10110,10038,2013-09-01 02:35:30+00:00,17612614,"{'Lat': '32.85421', 'Long': '74.49192', 'Place': 'Pahariwala', 'Sl_No': '23302.0'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
10109,10037,2013-09-01 02:35:30+00:00,17612614,"{'Lat': '32.85293', 'Long': '74.99306', 'Place': 'Saili', 'Sl_No': '24256.0'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
10108,10036,2013-09-01 02:35:30+00:00,17612614,"{'Lat': '32.85278', 'Long': '74.725', 'Place': 'Raipura', 'Sl_No': '23247.0'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
10139,10067,2013-09-01 02:36:52+00:00,17612614,"{'Lat': '32.97083', 'Long': '74.50417', 'Place': 'Megewala Kot', 'Sl_No': '23156.0'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
10138,10066,2013-09-01 02:36:46+00:00,17612614,"{'Lat': '32.96555', 'Long': '74.78307', 'Place': 'Rangani', 'Sl_No': '24128.0'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
10137,10065,2013-09-01 02:36:44+00:00,17612614,"{'Lat': '32.96438', 'Long': '74.97218', 'Place': 'Khandek', 'Sl_No': '24207.0'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
10136,10064,2013-09-01 02:36:40+00:00,17612614,"{'Lat': '32.96156', 'Long': '74.76628', 'Place': 'Trodian', 'Sl_No': '24127.0'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
10135,10063,2013-09-01 02:36:36+00:00,17612614,"{'Lat': '32.95906', 'Long': '74.86813', 'Place': 'Phare', 'Sl_No': '24164.0'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
10134,10062,2013-09-01 02:36:35+00:00,17612614,"{'Lat': '32.95739', 'Long': '74.38767', 'Place': 'Batinian', 'Sl_No': '23995.0'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
10133,10061,2013-09-01 02:36:32+00:00,17612614,"{'Lat': '32.95188', 'Long': '74.73866', 'Place': 'Barola', 'Sl_No': '23221.0'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
10132,10060,2013-09-01 02:36:23+00:00,17612614,"{'Lat': '32.94261', 'Long': '74.58646', 'Place': 'Bane di Patiar', 'Sl_No': '23162.0'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
10131,10059,2013-09-01 02:36:23+00:00,17612614,"{'Lat': '32.94249', 'Long': '74.9859', 'Place': 'Tikri', 'Sl_No': '1358.0'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
10130,10058,2013-09-01 02:36:21+00:00,17612614,"{'Lat': '32.9403', 'Long': '74.67889', 'Place': 'Raje Chak', 'Sl_No': '23216.0'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
10129,10057,2013-09-01 02:36:21+00:00,17612614,"{'Lat': '32.94017', 'Long': '74.54958', 'Place': 'Keri', 'Sl_No': '23166.0'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
10128,10056,2013-09-01 02:36:19+00:00,17612614,"{'Lat': '32.93854', 'Long': '74.76667', 'Place': 'Targual', 'Sl_No': '24140.0'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
10127,10055,2013-09-01 02:36:19+00:00,17612614,"{'Lat': '32.9385', 'Long': '74.69561', 'Place': 'Sungal', 'Sl_No': '23218.0'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
10126,10054,2013-09-01 02:36:17+00:00,17612614,"{'Lat': '32.93396', 'Long': '74.81467', 'Place': 'Maira', 'Sl_No': '24147.0'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
10125,10053,2013-09-01 02:36:13+00:00,17612614,"{'Lat': '32.92743', 'Long': '74.46027', 'Place': 'Giddo Swara', 'Sl_No': '24042.0'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
10124,10052,2013-09-01 02:36:12+00:00,17612614,"{'Lat': '32.9258', 'Long': '75.77036', 'Place': 'Thanala', 'Sl_No': '1471.0'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
10155,10083,2013-09-01 02:38:12+00:00,17612614,"{'Lat': '33.14861', 'Long': '74.21528', 'Place': 'Potha', 'Sl_No': '23511.0'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
10154,10082,2013-09-01 02:38:11+00:00,17612614,"{'Lat': '33.14722', 'Long': '74.33611', 'Place': 'Majur', 'Sl_No': '23681.0'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
10153,10081,2013-09-01 02:38:08+00:00,17612614,"{'Lat': '33.13987', 'Long': '74.11946', 'Place': 'Dungidal', 'Sl_No': '21423.0'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
10152,10080,2013-09-01 02:38:06+00:00,17612614,"{'Lat': '33.13889', 'Long': '74.45', 'Place': 'Chor Gala', 'Sl_No': '23761.0'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
10151,10079,2013-09-01 02:37:47+00:00,17612614,"{'Lat': '33.09444', 'Long': '74.275', 'Place': 'Nashur', 'Sl_No': '23820.0'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
10150,10078,2013-09-01 02:37:39+00:00,17612614,"{'Lat': '33.06944', 'Long': '74.33611', 'Place': 'Jabah', 'Sl_No': '23654.0'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
10149,10077,2013-09-01 02:37:33+00:00,17612614,"{'Lat': '33.05043', 'Long': '74.58591', 'Place': 'Bagot', 'Sl_No': '19143.0'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
10148,10076,2013-09-01 02:37:29+00:00,17612614,"{'Lat': '33.03601', 'Long': '74.44452', 'Place': 'Kali De', 'Sl_No': '23799.0'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
10147,10075,2013-09-01 02:37:21+00:00,17612614,"{'Lat': '33.00668', 'Long': '74.46695', 'Place': 'Ganara', 'Sl_No': '23807.0'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
10146,10074,2013-09-01 02:37:19+00:00,17612614,"{'Lat': '32.99904', 'Long': '74.42064', 'Place': 'Ghaulian', 'Sl_No': '24016.0'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
10145,10073,2013-09-01 02:37:13+00:00,17612614,"{'Lat': '32.99521', 'Long': '74.5217', 'Place': 'Paneah', 'Sl_No': '23142.0'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
10144,10072,2013-09-01 02:37:10+00:00,17612614,"{'Lat': '32.9916', 'Long': '74.84228', 'Place': 'Patthi', 'Sl_No': '24173.0'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
10143,10071,2013-09-01 02:37:03+00:00,17612614,"{'Lat': '32.98533', 'Long': '74.48108', 'Place': 'Dugi', 'Sl_No': '24024.0'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
10142,10070,2013-09-01 02:37:03+00:00,17612614,"{'Lat': '32.98431', 'Long': '74.39561', 'Place': 'Nan Keri', 'Sl_No': '23984.0'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
10141,10069,2013-09-01 02:37:01+00:00,17612614,"{'Lat': '32.98296', 'Long': '74.5133', 'Place': 'Marai', 'Sl_No': '23141.0'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
10140,10068,2013-09-01 02:36:59+00:00,17612614,"{'Lat': '32.97976', 'Long': '74.50294', 'Place': 'Thuggi', 'Sl_No': '23140.0'}","{'created_by': 'osmtools/19106 (linux)', 'bot': 'yes', 'comment': 'remove un-discussed and faulty import of India place names'}",,remove un-discussed and faulty import of India place names
